month,year,gross_turnover_inr,tax_paid_inr,filing_status,filing_delay_days,itc_claimed_inr,business_id
09,2025,5191323.53,934438.23,Filed,0,112560.01,MSME_063365850
10,2025,5064696.9,911645.44,Filed,0,342280.78,MSME_063365850
11,2025,5388154.95,969867.89,Late,32,185065.15,MSME_063365850
12,2025,5571460.91,1002862.96,Filed,0,167309.99,MSME_063365850
01,2026,4736355.86,852544.06,Filed,0,319415.77,MSME_063365850
02,2026,5181673.76,932701.28,Filed,0,342584.75,MSME_063365850
03,2026,5523863.02,994295.34,Filed,0,157587.36,MSME_063365850
04,2026,5251626.03,945292.69,Filed,0,309268.36,MSME_063365850
05,2026,5526368.96,994746.41,Filed,0,143036.37,MSME_063365850
06,2026,5748274.11,1034689.34,Filed,0,152541.77,MSME_063365850
07,2024,1572870.0,283116.6,Late,44,35689.11,MSME_259581076
08,2024,1567372.55,282127.06,Late,40,92478.1,MSME_259581076
09,2024,1722794.13,310102.94,Filed,0,31825.72,MSME_259581076
10,2024,1941990.12,349558.22,Late,37,46300.14,MSME_259581076
11,2024,1776334.72,319740.25,Late,31,59648.7,MSME_259581076
12,2024,1562194.89,281195.08,Late,40,106951.63,MSME_259581076
01,2025,1465851.12,263853.2,Filed,21,27441.04,MSME_259581076
02,2025,1764822.38,317668.03,Filed,0,44025.1,MSME_259581076
03,2025,1442958.25,259732.48,Filed,12,62040.81,MSME_259581076
04,2025,1655758.53,298036.54,Filed,21,69964.99,MSME_259581076
05,2025,1880407.59,338473.37,Filed,0,133226.59,MSME_259581076
06,2025,1461516.4,263072.95,Filed,26,63169.94,MSME_259581076
07,2025,1601151.09,288207.2,Late,33,87910.61,MSME_259581076
08,2025,1597221.77,287499.92,Filed,26,42584.25,MSME_259581076
09,2025,1736728.36,312611.11,Filed,0,123836.28,MSME_259581076
10,2025,1560910.56,280963.9,Late,31,80636.32,MSME_259581076
11,2025,1490837.63,268350.77,Filed,6,37460.61,MSME_259581076
12,2025,1716752.88,309015.52,Filed,22,100084.04,MSME_259581076
01,2026,1577530.28,283955.45,Filed,0,40729.56,MSME_259581076
02,2026,1575790.73,283642.33,Filed,0,49263.25,MSME_259581076
03,2026,1417687.51,255183.75,Filed,13,57327.53,MSME_259581076
04,2026,1382210.99,248797.98,Filed,13,49693.06,MSME_259581076
05,2026,1457242.68,262303.68,Filed,3,37329.67,MSME_259581076
06,2026,1258657.21,226558.3,Filed,3,56704.58,MSME_259581076
07,2024,3307989.2,595438.06,Filed,0,148239.12,MSME_445640461
08,2024,2979194.93,536255.09,Filed,0,191505.06,MSME_445640461
09,2024,2973203.96,535176.71,Filed,0,59138.86,MSME_445640461
10,2024,3096664.9,557399.68,Filed,10,58186.54,MSME_445640461
11,2024,3320505.0,597690.9,Filed,0,227463.33,MSME_445640461
12,2024,3125610.08,562609.81,Filed,0,79998.98,MSME_445640461
01,2025,3365168.85,605730.39,Filed,0,96806.38,MSME_445640461
02,2025,3225584.87,580605.28,Late,33,109248.14,MSME_445640461
03,2025,3232031.91,581765.74,Filed,28,103975.9,MSME_445640461
04,2025,3457327.65,622318.98,Filed,0,188239.24,MSME_445640461
05,2025,3804679.89,684842.38,Filed,0,90664.76,MSME_445640461
06,2025,3409957.95,613792.43,Filed,0,231041.31,MSME_445640461
07,2025,3649389.0,656890.02,Filed,0,221435.38,MSME_445640461
08,2025,3507225.28,631300.55,Filed,0,204502.46,MSME_445640461
09,2025,3563773.01,641479.14,Filed,0,162609.27,MSME_445640461
10,2025,3577519.73,643953.55,Filed,0,226769.3,MSME_445640461
11,2025,3532509.81,635851.77,Filed,0,223888.76,MSME_445640461
12,2025,3680629.8,662513.36,Filed,0,122204.33,MSME_445640461
01,2026,3712164.24,668189.56,Filed,9,78007.69,MSME_445640461
02,2026,3689291.48,664072.47,Filed,0,143745.72,MSME_445640461
03,2026,3614248.94,650564.81,Filed,0,159108.16,MSME_445640461
04,2026,3937066.19,708671.91,Filed,0,240601.53,MSME_445640461
05,2026,3790045.43,682208.18,Filed,0,234418.17,MSME_445640461
06,2026,3679804.33,662364.78,Filed,0,142849.38,MSME_445640461
07,2024,4422920.4,796125.67,Filed,0,267977.24,MSME_825603925
08,2024,4465106.2,803719.12,Filed,0,113290.83,MSME_825603925
09,2024,4782127.38,860782.93,Filed,0,149143.05,MSME_825603925
10,2024,5100080.24,918014.44,Filed,0,261115.56,MSME_825603925
11,2024,4816028.99,866885.22,Filed,0,285988.4,MSME_825603925
12,2024,4808022.67,865444.08,Filed,0,100993.12,MSME_825603925
01,2025,4773480.9,859226.56,Filed,0,98840.33,MSME_825603925
02,2025,4710151.99,847827.36,Filed,0,150145.15,MSME_825603925
03,2025,4901554.01,882279.72,Filed,0,172331.93,MSME_825603925
04,2025,4911075.74,883993.63,Filed,0,198336.82,MSME_825603925
05,2025,5175272.07,931548.97,Filed,0,293302.1,MSME_825603925
06,2025,5157746.93,928394.45,Filed,0,184139.53,MSME_825603925
07,2025,4841376.33,871447.74,Filed,0,88933.49,MSME_825603925
08,2025,5041091.7,907396.51,Filed,0,142449.3,MSME_825603925
09,2025,5400555.23,972099.94,Filed,0,386103.64,MSME_825603925
10,2025,5179173.36,932251.2,Filed,0,133730.43,MSME_825603925
11,2025,4845475.91,872185.66,Filed,0,94805.96,MSME_825603925
12,2025,5079367.6,914286.17,Filed,0,282317.36,MSME_825603925
01,2026,5190037.86,934206.82,Filed,0,274096.58,MSME_825603925
02,2026,5587075.95,1005673.67,Filed,0,296122.38,MSME_825603925
03,2026,5578241.58,1004083.48,Filed,0,160248.28,MSME_825603925
04,2026,5531270.8,995628.74,Filed,0,262620.12,MSME_825603925
05,2026,5780636.95,1040514.65,Filed,0,204664.9,MSME_825603925
06,2026,5310302.37,955854.43,Filed,0,265788.92,MSME_825603925
07,2024,1352150.21,243387.04,Filed,0,31777.08,MSME_447369952
08,2024,1551676.34,279301.74,Filed,28,68136.69,MSME_447369952
09,2024,1670384.19,300669.15,Filed,29,75960.04,MSME_447369952
10,2024,1622358.53,292024.53,Filed,0,102905.35,MSME_447369952
11,2024,1639014.22,295022.56,Filed,0,83338.03,MSME_447369952
12,2024,1462117.73,263181.19,Filed,0,92417.09,MSME_447369952
01,2025,1140917.35,205365.12,Filed,12,55127.33,MSME_447369952
02,2025,1580667.82,284520.21,Filed,0,38475.4,MSME_447369952
03,2025,1530140.21,275425.24,Filed,26,37628.12,MSME_447369952
04,2025,1346141.7,242305.51,Filed,0,50262.75,MSME_447369952
05,2025,1704593.27,306826.79,Filed,11,70046.17,MSME_447369952
06,2025,1164401.77,209592.32,Filed,0,29724.81,MSME_447369952
07,2025,1322144.81,237986.07,Filed,0,95108.44,MSME_447369952
08,2025,1648887.13,296799.68,Filed,0,93952.47,MSME_447369952
09,2025,1516168.73,272910.37,Filed,0,90550.45,MSME_447369952
10,2025,1507912.13,271424.18,Filed,0,63457.71,MSME_447369952
11,2025,1490841.88,268351.54,Filed,0,96938.3,MSME_447369952
12,2025,1610225.34,289840.56,Filed,0,106919.04,MSME_447369952
01,2026,1410697.86,253925.61,Late,41,70624.78,MSME_447369952
02,2026,1905049.61,342908.93,Filed,0,104883.89,MSME_447369952
03,2026,1701156.69,306208.2,Filed,11,50083.81,MSME_447369952
04,2026,1387687.36,249783.73,Filed,0,99030.9,MSME_447369952
05,2026,1521051.72,273789.31,Filed,0,36813.95,MSME_447369952
06,2026,1511172.77,272011.1,Late,40,39934.58,MSME_447369952
07,2024,2721762.67,489917.28,Filed,0,131040.94,MSME_625354755
08,2024,2241600.41,403488.07,Filed,0,129455.57,MSME_625354755
09,2024,2449242.25,440863.61,Filed,14,62859.56,MSME_625354755
10,2024,2580581.09,464504.6,Filed,1,93931.72,MSME_625354755
11,2024,2184288.49,393171.93,Late,40,108325.58,MSME_625354755
12,2024,2700668.55,486120.34,Filed,0,145035.8,MSME_625354755
01,2025,2279416.93,410295.05,Filed,3,49458.15,MSME_625354755
02,2025,2532406.71,455833.21,Late,41,122670.31,MSME_625354755
03,2025,2172077.36,390973.92,Late,34,89663.76,MSME_625354755
04,2025,2225991.33,400678.44,Filed,0,109549.16,MSME_625354755
05,2025,2379092.85,428236.71,Filed,13,121752.74,MSME_625354755
06,2025,2339847.59,421172.57,Filed,0,111913.94,MSME_625354755
07,2025,2320293.9,417652.9,Late,32,140888.42,MSME_625354755
08,2025,1773647.06,319256.47,Late,31,40432.49,MSME_625354755
09,2025,2115546.0,380798.28,Filed,0,103684.47,MSME_625354755
10,2025,2023965.37,364313.77,Filed,14,38819.14,MSME_625354755
11,2025,2178365.93,392105.87,Filed,0,45932.37,MSME_625354755
12,2025,2068185.36,372273.37,Filed,1,117544.0,MSME_625354755
01,2026,2196935.98,395448.48,Late,42,98711.18,MSME_625354755
02,2026,2189461.29,394103.03,Filed,26,137469.75,MSME_625354755
03,2026,2062786.06,371301.49,Filed,0,40966.58,MSME_625354755
04,2026,2089727.01,376150.86,Filed,0,141892.83,MSME_625354755
05,2026,1910711.9,343928.14,Filed,0,65050.9,MSME_625354755
06,2026,2243570.17,403842.63,Late,33,128709.25,MSME_625354755
07,2024,3088393.11,555910.76,Filed,0,186865.46,MSME_143705672
08,2024,2915901.18,524862.21,Filed,0,87177.4,MSME_143705672
09,2024,2883437.15,519018.69,Filed,0,80634.72,MSME_143705672
10,2024,2928950.44,527211.08,Filed,0,142087.37,MSME_143705672
11,2024,2930844.06,527551.93,Filed,0,81193.59,MSME_143705672
12,2024,3252740.37,585493.27,Filed,0,209963.83,MSME_143705672
01,2025,3211792.47,578122.65,Filed,0,208906.18,MSME_143705672
02,2025,3312053.47,596169.62,Filed,0,130970.84,MSME_143705672
03,2025,2873119.45,517161.5,Filed,0,195679.39,MSME_143705672
04,2025,3042245.63,547604.21,Filed,0,69825.51,MSME_143705672
05,2025,3189432.04,574097.77,Filed,0,99270.6,MSME_143705672
06,2025,2980053.27,536409.59,Filed,0,197431.4,MSME_143705672
07,2025,3127721.51,562989.87,Filed,0,192421.37,MSME_143705672
08,2025,3349901.54,602982.28,Filed,0,197129.35,MSME_143705672
09,2025,3430144.93,617426.09,Filed,0,114148.78,MSME_143705672
10,2025,3266152.18,587907.39,Filed,0,234742.05,MSME_143705672
11,2025,3610098.65,649817.76,Filed,0,190541.46,MSME_143705672
12,2025,3482836.76,626910.62,Filed,0,79245.8,MSME_143705672
01,2026,3343110.91,601759.96,Filed,0,110053.47,MSME_143705672
02,2026,3471669.02,624900.42,Filed,0,145362.15,MSME_143705672
03,2026,3541770.12,637518.62,Late,36,228118.17,MSME_143705672
04,2026,3310304.51,595854.81,Filed,27,85227.55,MSME_143705672
05,2026,3617888.53,651219.94,Filed,0,253356.38,MSME_143705672
06,2026,3851999.9,693359.98,Filed,1,197958.32,MSME_143705672
07,2024,4469817.07,804567.07,Filed,0,88116.77,MSME_684706453
08,2024,6269715.45,1128548.78,Filed,0,198130.97,MSME_684706453
09,2024,5553973.13,999715.16,Filed,0,191627.16,MSME_684706453
10,2024,3247272.51,584509.05,Filed,0,177148.45,MSME_684706453
11,2024,5129190.56,923254.3,Filed,0,180511.01,MSME_684706453
12,2024,5514291.33,992572.44,Filed,0,294610.14,MSME_684706453
01,2025,4954530.04,891815.41,Filed,17,205908.32,MSME_684706453
02,2025,5209735.91,937752.46,Late,37,220075.48,MSME_684706453
03,2025,5517439.64,993139.14,Late,36,350080.75,MSME_684706453
04,2025,5033185.96,905973.47,Late,31,326641.17,MSME_684706453
05,2025,4589990.83,826198.35,Filed,16,198904.67,MSME_684706453
06,2025,4761792.49,857122.65,Filed,0,90835.76,MSME_684706453
07,2025,6338111.68,1140860.1,Filed,0,344299.02,MSME_684706453
08,2025,5162080.43,929174.48,Filed,14,93500.32,MSME_684706453
09,2025,5547699.54,998585.92,Filed,0,116376.52,MSME_684706453
10,2025,4686763.59,843617.45,Filed,10,259981.69,MSME_684706453
11,2025,5462661.63,983279.09,Late,40,226349.0,MSME_684706453
12,2025,5051570.72,909282.73,Filed,0,94720.22,MSME_684706453
01,2026,5085688.86,915423.99,Filed,21,239555.05,MSME_684706453
02,2026,3980103.9,716418.7,Filed,0,135900.31,MSME_684706453
03,2026,6059751.54,1090755.28,Filed,0,362628.12,MSME_684706453
04,2026,6080162.46,1094429.24,Filed,18,164125.33,MSME_684706453
05,2026,4737814.88,852806.68,Filed,0,227646.58,MSME_684706453
06,2026,4689566.69,844122.0,Filed,0,273666.2,MSME_684706453
07,2024,4119958.72,741592.57,Filed,0,296235.68,MSME_199574834
08,2024,3814347.49,686582.55,Filed,0,108525.95,MSME_199574834
09,2024,3888847.66,699992.58,Filed,0,77728.61,MSME_199574834
10,2024,3837109.12,690679.64,Filed,0,206820.84,MSME_199574834
11,2024,3935502.12,708390.38,Filed,0,171326.56,MSME_199574834
12,2024,3958138.14,712464.86,Filed,0,213845.41,MSME_199574834
01,2025,4105344.62,738962.03,Filed,0,178189.84,MSME_199574834
02,2025,4015622.66,722812.08,Filed,0,106278.66,MSME_199574834
03,2025,4441819.0,799527.42,Filed,0,245848.86,MSME_199574834
04,2025,4396035.01,791286.3,Late,40,312489.6,MSME_199574834
05,2025,4252635.71,765474.43,Filed,0,216271.92,MSME_199574834
06,2025,4181949.36,752750.88,Filed,0,88118.23,MSME_199574834
07,2025,4231670.69,761700.72,Filed,0,263623.84,MSME_199574834
08,2025,3924548.37,706418.71,Filed,14,272708.08,MSME_199574834
09,2025,4512622.62,812272.07,Filed,0,126084.09,MSME_199574834
10,2025,4158603.64,748548.66,Filed,0,185970.7,MSME_199574834
11,2025,4276056.69,769690.2,Filed,0,214081.65,MSME_199574834
12,2025,4393548.07,790838.65,Filed,0,198868.15,MSME_199574834
01,2026,4711414.46,848054.6,Filed,8,163036.41,MSME_199574834
02,2026,4500855.35,810153.96,Filed,0,91904.32,MSME_199574834
03,2026,3991065.04,718391.71,Filed,0,113881.96,MSME_199574834
04,2026,4234067.47,762132.14,Filed,0,204074.67,MSME_199574834
05,2026,4370386.15,786669.51,Filed,0,112158.46,MSME_199574834
06,2026,4623146.3,832166.33,Filed,0,197752.47,MSME_199574834
07,2024,3597282.54,647510.86,Filed,18,114224.45,MSME_741155865
08,2024,3259052.93,586629.53,Filed,0,173908.03,MSME_741155865
09,2024,3634257.58,654166.36,Filed,0,239811.06,MSME_741155865
10,2024,3203687.78,576663.8,Filed,0,68650.85,MSME_741155865
11,2024,4211760.68,758116.92,Filed,0,165341.07,MSME_741155865
12,2024,5396563.21,971381.38,Filed,0,230619.5,MSME_741155865
01,2025,4083613.1,735050.36,Filed,0,128831.36,MSME_741155865
02,2025,4776382.44,859748.84,Filed,0,222059.23,MSME_741155865
03,2025,4141797.37,745523.53,Filed,0,191999.7,MSME_741155865
04,2025,3960463.09,712883.36,Late,36,175645.4,MSME_741155865
05,2025,4453447.4,801620.53,Filed,0,230227.27,MSME_741155865
06,2025,3912725.18,704290.53,Filed,0,254297.65,MSME_741155865
07,2025,3072207.42,552997.34,Filed,0,163158.87,MSME_741155865
08,2025,4231153.62,761607.65,Filed,0,182921.63,MSME_741155865
09,2025,3004645.78,540836.24,Filed,23,201773.18,MSME_741155865
10,2025,4040906.98,727363.26,Filed,0,226912.58,MSME_741155865
11,2025,4777408.0,859933.44,Filed,20,310363.96,MSME_741155865
12,2025,4619398.13,831491.66,Filed,0,287830.83,MSME_741155865
01,2026,3307435.08,595338.31,Late,43,134829.07,MSME_741155865
02,2026,3254217.63,585759.17,Filed,0,75327.35,MSME_741155865
03,2026,4361752.87,785115.52,Filed,0,238708.33,MSME_741155865
04,2026,4167349.28,750122.87,Filed,0,243970.9,MSME_741155865
05,2026,2893857.21,520894.3,Late,44,82227.91,MSME_741155865
06,2026,4426461.91,796763.14,Filed,0,193521.44,MSME_741155865
07,2024,788269.97,141888.59,Filed,0,48193.29,MSME_083551270
08,2024,956246.36,172124.34,Filed,11,43997.65,MSME_083551270
09,2024,797368.0,143526.24,Filed,17,36550.32,MSME_083551270
10,2024,924639.03,166435.02,Filed,0,40996.36,MSME_083551270
11,2024,947991.36,170638.44,Filed,0,24964.62,MSME_083551270
12,2024,1039611.28,187130.03,Filed,20,28937.71,MSME_083551270
01,2025,804140.03,144745.21,Filed,0,34937.56,MSME_083551270
02,2025,1253520.8,225633.74,Filed,0,90184.96,MSME_083551270
03,2025,1018255.96,183286.07,Filed,0,29666.04,MSME_083551270
04,2025,880929.61,158567.33,Filed,0,31958.69,MSME_083551270
05,2025,1169317.15,210477.09,Filed,0,44074.54,MSME_083551270
06,2025,819463.09,147503.36,Filed,0,56943.12,MSME_083551270
07,2025,889719.89,160149.58,Filed,16,44192.86,MSME_083551270
08,2025,1186700.15,213606.03,Filed,15,78739.43,MSME_083551270
09,2025,963099.04,173357.83,Filed,0,38009.67,MSME_083551270
10,2025,1134835.86,204270.45,Filed,9,22568.99,MSME_083551270
11,2025,1042237.23,187602.7,Filed,9,27167.74,MSME_083551270
12,2025,1110906.46,199963.16,Filed,0,71930.42,MSME_083551270
01,2026,907130.07,163283.41,Filed,0,62058.53,MSME_083551270
02,2026,953856.55,171694.18,Filed,24,44142.09,MSME_083551270
03,2026,744062.61,133931.27,Filed,7,32744.97,MSME_083551270
04,2026,1224658.84,220438.59,Filed,1,71694.82,MSME_083551270
05,2026,1130159.32,203428.68,Filed,0,38168.27,MSME_083551270
06,2026,895721.67,161229.9,Filed,0,17944.55,MSME_083551270
07,2024,1850699.91,333125.98,Filed,0,67134.27,MSME_872243769
08,2024,1940039.38,349207.09,Filed,0,52320.98,MSME_872243769
09,2024,1983581.64,357044.69,Late,42,95995.22,MSME_872243769
10,2024,2004951.98,360891.36,Filed,0,79144.56,MSME_872243769
11,2024,1841401.31,331452.24,Filed,23,88971.38,MSME_872243769
12,2024,2047051.5,368469.27,Filed,0,99377.03,MSME_872243769
01,2025,2087119.06,375681.43,Filed,0,141727.0,MSME_872243769
02,2025,1962390.77,353230.34,Filed,0,45260.3,MSME_872243769
03,2025,1949455.63,350902.01,Filed,0,90151.16,MSME_872243769
04,2025,2079423.14,374296.16,Filed,17,67922.74,MSME_872243769
05,2025,2215152.43,398727.44,Late,39,148454.14,MSME_872243769
06,2025,2175763.72,391637.47,Filed,0,66023.06,MSME_872243769
07,2025,1949498.33,350909.7,Filed,0,122883.79,MSME_872243769
08,2025,2136562.17,384581.19,Filed,0,104555.17,MSME_872243769
09,2025,2228957.27,401212.31,Filed,0,138264.44,MSME_872243769
10,2025,2159956.85,388792.23,Filed,0,53070.97,MSME_872243769
11,2025,2049305.94,368875.07,Filed,0,136223.25,MSME_872243769
12,2025,2254747.48,405854.55,Filed,0,148468.91,MSME_872243769
01,2026,2358081.55,424454.68,Filed,0,48348.87,MSME_872243769
02,2026,2052286.7,369411.61,Filed,0,139488.3,MSME_872243769
03,2026,2281837.16,410730.69,Filed,0,152476.37,MSME_872243769
04,2026,2161017.5,388983.15,Filed,0,140261.38,MSME_872243769
05,2026,2280957.2,410572.3,Filed,0,81821.95,MSME_872243769
06,2026,2228192.89,401074.72,Filed,0,66686.27,MSME_872243769
07,2024,4181071.01,752592.78,Filed,0,121372.4,MSME_403941264
08,2024,4110111.81,739820.13,Filed,0,127796.81,MSME_403941264
09,2024,4345215.39,782138.77,Filed,0,216539.3,MSME_403941264
10,2024,4059232.13,730661.78,Filed,0,145717.2,MSME_403941264
11,2024,4030972.67,725575.08,Filed,0,217044.44,MSME_403941264
12,2024,4392240.53,790603.3,Filed,0,207222.12,MSME_403941264
01,2025,4348813.68,782786.46,Filed,0,285918.7,MSME_403941264
02,2025,4255821.65,766047.9,Filed,0,137316.66,MSME_403941264
03,2025,4398525.32,791734.56,Filed,0,141197.45,MSME_403941264
04,2025,4455038.29,801906.89,Filed,0,131249.81,MSME_403941264
05,2025,4316947.43,777050.54,Filed,0,212719.66,MSME_403941264
06,2025,4247118.7,764481.37,Filed,0,148602.88,MSME_403941264
07,2025,4409599.52,793727.91,Filed,0,194551.77,MSME_403941264
08,2025,4463635.62,803454.41,Filed,0,134824.34,MSME_403941264
09,2025,4574487.8,823407.8,Filed,0,89716.29,MSME_403941264
10,2025,4460152.46,802827.44,Filed,0,92120.27,MSME_403941264
11,2025,4680415.93,842474.87,Filed,0,112166.7,MSME_403941264
12,2025,4646822.31,836428.02,Filed,0,323210.42,MSME_403941264
01,2026,4494791.98,809062.56,Filed,0,100401.11,MSME_403941264
02,2026,4717882.33,849218.82,Filed,0,274816.93,MSME_403941264
03,2026,4645431.3,836177.63,Filed,0,183783.36,MSME_403941264
04,2026,4659996.13,838799.3,Filed,0,303335.18,MSME_403941264
05,2026,4726416.75,850755.01,Filed,0,146000.53,MSME_403941264
06,2026,4476951.83,805851.33,Filed,0,226936.13,MSME_403941264
07,2024,1682097.95,302777.63,Filed,0,45452.76,MSME_612792794
08,2024,1561735.89,281112.46,Filed,0,79438.92,MSME_612792794
09,2024,1649772.15,296958.99,Filed,0,85725.83,MSME_612792794
10,2024,1675616.96,301611.05,Filed,0,76444.93,MSME_612792794
11,2024,1739500.72,313110.13,Filed,0,42251.86,MSME_612792794
12,2024,1763996.52,317519.37,Filed,0,115684.51,MSME_612792794
01,2025,1730852.06,311553.37,Filed,0,90865.3,MSME_612792794
02,2025,1712913.49,308324.43,Filed,0,59228.37,MSME_612792794
03,2025,1605065.65,288911.82,Filed,0,50758.43,MSME_612792794
04,2025,1832316.66,329817.0,Filed,0,98689.95,MSME_612792794
05,2025,1787655.07,321777.91,Filed,0,48878.06,MSME_612792794
06,2025,1836038.66,330486.96,Filed,0,51180.43,MSME_612792794
07,2025,1855969.48,334074.51,Filed,0,87661.16,MSME_612792794
08,2025,1719112.2,309440.2,Filed,0,101775.73,MSME_612792794
09,2025,1699141.68,305845.5,Filed,0,94451.61,MSME_612792794
10,2025,1865672.18,335820.99,Filed,0,114214.53,MSME_612792794
11,2025,1884786.43,339261.56,Filed,0,84938.06,MSME_612792794
12,2025,1838520.71,330933.73,Filed,0,106581.99,MSME_612792794
01,2026,1738153.34,312867.6,Filed,0,59657.43,MSME_612792794
02,2026,1888080.51,339854.49,Filed,0,131580.01,MSME_612792794
03,2026,1908117.07,343461.07,Filed,29,71924.4,MSME_612792794
04,2026,1772984.88,319137.28,Filed,0,81039.21,MSME_612792794
05,2026,1841825.4,331528.57,Filed,0,89010.9,MSME_612792794
06,2026,1907959.24,343432.66,Filed,0,45139.67,MSME_612792794
07,2024,2864711.62,515648.09,Filed,0,103526.08,MSME_203138009
08,2024,2644465.1,476003.72,Filed,0,185948.09,MSME_203138009
09,2024,2789107.35,502039.32,Filed,0,75778.49,MSME_203138009
10,2024,3001454.07,540261.73,Filed,0,102734.71,MSME_203138009
11,2024,2957952.9,532431.52,Filed,0,182353.42,MSME_203138009
12,2024,2914915.2,524684.74,Filed,0,81735.07,MSME_203138009
01,2025,2858094.27,514456.97,Filed,0,138383.8,MSME_203138009
02,2025,2971910.85,534943.95,Filed,0,179196.72,MSME_203138009
03,2025,2784748.78,501254.78,Filed,0,92429.47,MSME_203138009
04,2025,3204850.38,576873.07,Filed,0,183192.24,MSME_203138009
05,2025,3056858.95,550234.61,Filed,9,59115.8,MSME_203138009
06,2025,3244461.19,584003.02,Filed,0,177390.44,MSME_203138009
07,2025,2863583.88,515445.1,Filed,0,68119.33,MSME_203138009
08,2025,3217998.64,579239.76,Filed,0,83505.1,MSME_203138009
09,2025,2969828.67,534569.16,Filed,0,168262.17,MSME_203138009
10,2025,3249462.24,584903.2,Filed,0,203365.94,MSME_203138009
11,2025,3213393.26,578410.79,Filed,0,198304.08,MSME_203138009
12,2025,3177804.84,572004.87,Filed,0,86554.5,MSME_203138009
01,2026,3234007.79,582121.4,Filed,0,81205.05,MSME_203138009
02,2026,2954483.12,531806.96,Filed,0,172565.22,MSME_203138009
03,2026,3379423.69,608296.26,Filed,0,156131.83,MSME_203138009
04,2026,3387290.96,609712.37,Filed,0,214694.32,MSME_203138009
05,2026,3353305.12,603594.92,Filed,0,130867.15,MSME_203138009
06,2026,3253682.85,585662.91,Filed,0,114633.02,MSME_203138009
07,2024,2352492.78,423448.7,Filed,0,112978.14,MSME_635530403
08,2024,2537298.04,456713.65,Filed,0,116518.75,MSME_635530403
09,2024,2380086.74,428415.61,Filed,0,159455.7,MSME_635530403
10,2024,2806502.68,505170.48,Filed,7,178027.59,MSME_635530403
11,2024,3090731.61,556331.69,Filed,0,190454.64,MSME_635530403
12,2024,2837287.1,510711.68,Filed,0,79175.38,MSME_635530403
01,2025,3500827.69,630148.98,Filed,0,139858.53,MSME_635530403
02,2025,2652093.98,477376.92,Late,35,58982.0,MSME_635530403
03,2025,3361429.42,605057.3,Filed,0,83216.92,MSME_635530403
04,2025,3772941.74,679129.51,Filed,29,146970.01,MSME_635530403
05,2025,3071002.98,552780.54,Filed,0,150862.19,MSME_635530403
06,2025,4422085.09,795975.32,Filed,0,293184.25,MSME_635530403
07,2025,3457648.08,622376.65,Filed,1,189899.16,MSME_635530403
08,2025,3371025.47,606784.59,Filed,0,200529.02,MSME_635530403
09,2025,4847447.75,872540.6,Filed,7,96591.11,MSME_635530403
10,2025,3326836.53,598830.58,Filed,0,202787.43,MSME_635530403
11,2025,2653762.48,477677.25,Filed,0,181744.66,MSME_635530403
12,2025,3070826.91,552748.84,Filed,0,57242.39,MSME_635530403
01,2026,3346383.81,602349.09,Filed,0,159756.67,MSME_635530403
02,2026,3579911.68,644384.1,Filed,15,122272.76,MSME_635530403
03,2026,4738665.71,852959.83,Filed,0,92381.97,MSME_635530403
04,2026,2575307.76,463555.4,Filed,17,116475.02,MSME_635530403
05,2026,4469327.47,804478.94,Filed,0,284004.28,MSME_635530403
06,2026,3373057.74,607150.39,Filed,0,237254.73,MSME_635530403
07,2024,1655026.15,297904.71,Filed,0,112875.11,MSME_534033361
08,2024,1930680.56,347522.5,Filed,0,56423.87,MSME_534033361
09,2024,1699420.44,305895.68,Filed,0,114018.59,MSME_534033361
10,2024,1789948.38,322190.71,Filed,0,67203.75,MSME_534033361
11,2024,1610125.26,289822.55,Filed,0,65190.79,MSME_534033361
12,2024,1635709.03,294427.63,Filed,0,30546.85,MSME_534033361
01,2025,1726668.01,310800.24,Filed,0,82623.01,MSME_534033361
02,2025,1819157.37,327448.33,Filed,0,62043.89,MSME_534033361
03,2025,1728590.71,311146.33,Filed,0,93659.26,MSME_534033361
04,2025,1874049.75,337328.96,Filed,0,39402.79,MSME_534033361
05,2025,1909003.71,343620.67,Filed,0,120785.65,MSME_534033361
06,2025,1743222.93,313780.13,Filed,0,49838.2,MSME_534033361
07,2025,1772599.04,319067.83,Filed,0,66807.24,MSME_534033361
08,2025,2095742.74,377233.69,Filed,0,52884.62,MSME_534033361
09,2025,2003189.65,360574.14,Filed,11,47265.4,MSME_534033361
10,2025,2101194.5,378215.01,Filed,9,68878.36,MSME_534033361
11,2025,1883247.15,338984.49,Filed,0,114151.83,MSME_534033361
12,2025,1964218.5,353559.33,Filed,0,84539.84,MSME_534033361
01,2026,2032293.93,365812.91,Filed,0,143066.89,MSME_534033361
02,2026,2121457.62,381862.37,Filed,0,84310.37,MSME_534033361
03,2026,2074009.4,373321.69,Filed,0,89916.98,MSME_534033361
04,2026,2061547.04,371078.47,Filed,0,85574.84,MSME_534033361
05,2026,2025269.84,364548.57,Late,31,109196.41,MSME_534033361
06,2026,2119887.63,381579.77,Filed,0,141751.06,MSME_534033361
07,2024,2928151.97,527067.35,Filed,0,104261.75,MSME_058907367
08,2024,1277711.33,229988.04,Filed,0,50804.15,MSME_058907367
09,2024,1993623.11,358852.16,Filed,17,104071.61,MSME_058907367
10,2024,2182336.09,392820.5,Filed,0,74901.91,MSME_058907367
11,2024,2349293.59,422872.85,Filed,0,102234.68,MSME_058907367
