month,year,total_inflow_volume_inr,inflow_transaction_count,average_ticket_size_inr,total_outflow_volume_inr,outflow_transaction_count,unique_counterparties_in,failed_transaction_rate_pct,business_id
08,2025,613345.58,47,13049.91,332904.16,42,32,1.96,MSME_190761452
09,2025,744561.03,134,5556.43,556394.86,144,56,0.73,MSME_190761452
10,2025,778883.94,59,13201.42,514330.24,57,27,0.87,MSME_190761452
11,2025,806843.43,664,1215.13,513318.05,731,321,2.81,MSME_190761452
12,2025,617509.28,55,11227.44,408267.24,52,27,2.07,MSME_190761452
01,2026,597331.57,190,3143.85,323205.63,158,114,1.44,MSME_190761452
02,2026,388813.1,46,8452.46,260933.67,48,21,0.93,MSME_190761452
03,2026,697064.05,81,8605.73,488443.41,89,36,2.39,MSME_190761452
04,2026,862800.74,80,10785.01,478378.36,83,37,0.64,MSME_190761452
05,2026,453986.04,70,6485.51,346014.35,64,24,0.58,MSME_190761452
06,2026,782173.01,109,7175.9,616214.19,88,49,2.4,MSME_190761452
07,2024,2930157.42,341,8592.84,1964076.05,380,162,0.53,MSME_809477626
08,2024,2207934.91,345,6399.81,1705041.0,342,142,2.17,MSME_809477626
09,2024,3831975.66,288,13305.47,2185914.12,312,191,1.57,MSME_809477626
10,2024,3306414.69,222,14893.76,1877239.39,244,90,2.57,MSME_809477626
11,2024,4873337.49,348,14003.84,2744961.7,317,172,0.87,MSME_809477626
12,2024,2616080.89,543,4817.83,1724762.86,466,322,0.39,MSME_809477626
01,2025,3470062.04,663,5233.88,2364264.3,651,348,0.79,MSME_809477626
02,2025,3289683.98,1334,2466.03,1949682.84,1370,536,0.85,MSME_809477626
03,2025,3369067.35,1344,2506.75,2475630.9,1195,413,2.53,MSME_809477626
04,2025,2757381.21,523,5272.24,1523544.22,477,160,0.25,MSME_809477626
05,2025,2804613.02,227,12355.12,2186369.24,233,158,0.58,MSME_809477626
06,2025,4629217.23,1553,2980.82,2651104.39,1856,938,1.11,MSME_809477626
07,2025,3227715.86,5868,550.05,2248115.24,6090,3185,0.56,MSME_809477626
08,2025,2182446.22,205,10646.08,1297999.95,210,110,1.08,MSME_809477626
09,2025,4479031.35,371,12072.86,3396703.08,408,239,1.46,MSME_809477626
10,2025,2415584.05,1086,2224.29,1297786.34,1099,704,2.2,MSME_809477626
11,2025,4745165.73,919,5163.4,2601021.23,931,360,2.25,MSME_809477626
12,2025,2730587.17,338,8078.66,1851149.21,304,162,0.49,MSME_809477626
01,2026,2792452.64,187,14932.9,1811595.36,222,101,1.26,MSME_809477626
02,2026,3985026.3,866,4601.65,2773056.79,744,510,0.89,MSME_809477626
03,2026,3564577.93,407,8758.18,2736610.92,348,145,1.22,MSME_809477626
04,2026,3818609.35,263,14519.43,2687241.66,212,94,2.71,MSME_809477626
05,2026,3071398.36,3919,783.72,1825687.22,4685,2582,2.36,MSME_809477626
06,2026,2815058.45,755,3728.55,1949991.66,753,463,1.81,MSME_809477626
07,2024,3492665.64,1154,3026.57,1915197.91,1184,388,0.48,MSME_411185935
08,2024,3363713.49,497,6768.04,2116398.72,416,227,1.89,MSME_411185935
09,2024,4082630.86,333,12260.15,2081544.32,298,177,1.98,MSME_411185935
10,2024,4505864.67,791,5696.42,3219679.14,785,390,1.75,MSME_411185935
11,2024,3749247.12,258,14531.97,2865648.56,212,153,2.16,MSME_411185935
12,2024,3852797.71,282,13662.4,2847456.62,239,166,0.65,MSME_411185935
01,2025,4103592.6,314,13068.77,2351524.93,292,123,1.54,MSME_411185935
02,2025,4764508.38,566,8417.86,3585540.99,624,326,0.75,MSME_411185935
03,2025,3405338.18,272,12519.63,2530857.4,235,177,1.19,MSME_411185935
04,2025,3776391.12,319,11838.22,1915343.28,303,192,2.65,MSME_411185935
05,2025,4807711.43,3247,1480.66,2644635.96,3760,1172,1.6,MSME_411185935
06,2025,5226326.37,2106,2481.64,3639943.43,2412,733,1.98,MSME_411185935
07,2025,3071973.98,349,8802.22,1695465.04,372,219,2.4,MSME_411185935
08,2025,4031879.26,346,11652.83,2729463.19,308,187,0.49,MSME_411185935
09,2025,3651910.02,826,4421.2,1883595.0,874,508,2.71,MSME_411185935
10,2025,3296771.18,227,14523.22,2043795.43,261,123,2.86,MSME_411185935
11,2025,4109057.29,2123,1935.5,2411305.62,2303,877,0.47,MSME_411185935
12,2025,4107918.0,2159,1902.69,2605505.95,2449,733,0.47,MSME_411185935
01,2026,3748431.49,469,7992.39,2068707.06,525,154,2.95,MSME_411185935
02,2026,4938147.76,368,13418.88,2765579.22,405,224,2.02,MSME_411185935
03,2026,4207210.59,1369,3073.2,3276789.71,1330,446,1.73,MSME_411185935
04,2026,3182583.25,1110,2867.19,2036080.34,1285,546,2.73,MSME_411185935
05,2026,4060437.64,700,5800.63,2405420.33,759,219,0.89,MSME_411185935
06,2026,4259007.41,305,13963.96,2523950.67,266,97,1.8,MSME_411185935
07,2024,1951762.26,275,7097.32,996011.12,286,97,1.75,MSME_546592685
08,2024,2071201.81,216,9588.9,1639610.86,230,126,1.08,MSME_546592685
09,2024,1499842.48,161,9315.79,996733.94,169,51,1.13,MSME_546592685
10,2024,1992933.04,218,9141.89,1398993.36,255,91,2.51,MSME_546592685
11,2024,1507440.81,215,7011.35,1125228.47,240,121,0.18,MSME_546592685
12,2024,2024062.77,197,10274.43,1095033.86,228,126,2.31,MSME_546592685
01,2025,2238506.85,4264,524.98,1267924.77,3955,2313,2.58,MSME_546592685
02,2025,2421645.69,347,6978.81,1281971.8,346,222,0.22,MSME_546592685
03,2025,1810747.13,668,2710.7,1267894.57,614,341,2.4,MSME_546592685
04,2025,1487906.94,162,9184.61,1066144.06,167,112,1.99,MSME_546592685
05,2025,2557336.9,202,12660.08,1415055.27,212,106,0.99,MSME_546592685
06,2025,2577535.72,173,14899.05,1866958.72,192,78,0.99,MSME_546592685
07,2025,2247188.92,827,2717.28,1647084.36,898,509,2.23,MSME_546592685
08,2025,1607935.64,151,10648.58,949543.16,131,82,0.18,MSME_546592685
09,2025,2237598.76,309,7241.42,1180974.22,341,95,0.63,MSME_546592685
10,2025,1409276.92,214,6585.41,1118401.63,235,128,0.93,MSME_546592685
11,2025,1573154.87,268,5869.98,848982.68,226,95,0.73,MSME_546592685
12,2025,2032308.86,326,6234.08,1555889.56,322,175,0.71,MSME_546592685
01,2026,2032594.47,577,3522.69,1360107.73,639,395,2.89,MSME_546592685
02,2026,1965877.46,336,5850.83,991641.26,292,148,1.5,MSME_546592685
03,2026,1378519.26,1074,1283.54,966881.72,911,572,2.07,MSME_546592685
04,2026,2176353.94,175,12436.31,1551550.77,194,56,1.8,MSME_546592685
05,2026,2112362.78,141,14981.3,1317238.13,135,58,1.78,MSME_546592685
06,2026,1914548.68,205,9339.26,1407706.91,203,68,1.87,MSME_546592685
07,2024,1884807.12,138,13658.02,1423134.15,145,82,1.07,MSME_288812943
08,2024,2059324.84,321,6415.34,1165790.23,309,138,1.23,MSME_288812943
09,2024,2587715.78,570,4539.85,1731730.8,467,187,1.09,MSME_288812943
10,2024,2291815.7,244,9392.69,1321826.82,233,87,2.56,MSME_288812943
11,2024,2324262.62,557,4172.82,1410849.49,451,307,2.4,MSME_288812943
12,2024,2075951.08,152,13657.57,1204994.95,176,93,1.6,MSME_288812943
01,2025,2395390.8,569,4209.83,1843640.29,627,305,1.4,MSME_288812943
02,2025,1978101.35,1827,1082.7,1323446.37,1933,773,1.62,MSME_288812943
03,2025,2324288.23,999,2326.61,1579714.78,869,539,0.31,MSME_288812943
04,2025,2534303.14,306,8282.04,1903726.68,277,198,2.15,MSME_288812943
05,2025,1902124.09,354,5373.23,1140826.18,305,195,1.0,MSME_288812943
06,2025,1785274.43,126,14168.84,1170104.03,149,77,1.95,MSME_288812943
07,2025,2761068.37,184,15005.81,2055011.71,191,76,1.79,MSME_288812943
08,2025,2433722.9,495,4916.61,1652162.83,577,190,2.42,MSME_288812943
09,2025,2096864.63,172,12191.07,1230104.28,139,93,0.49,MSME_288812943
10,2025,2245295.76,378,5939.94,1123487.32,337,148,1.82,MSME_288812943
11,2025,2361428.53,237,9963.83,1318825.99,198,159,0.25,MSME_288812943
12,2025,2127502.24,316,6732.6,1384517.31,351,129,0.97,MSME_288812943
01,2026,2332460.21,215,10848.65,1628076.8,242,139,0.89,MSME_288812943
02,2026,2099568.46,207,10142.84,1212958.0,232,88,1.53,MSME_288812943
03,2026,2089973.28,174,12011.34,1224883.53,207,117,1.93,MSME_288812943
04,2026,1971538.94,331,5956.31,1176570.82,359,180,0.33,MSME_288812943
05,2026,2845801.4,514,5536.58,1552554.8,461,332,1.98,MSME_288812943
06,2026,2479698.93,2721,911.32,1364445.53,2408,1452,2.22,MSME_288812943
07,2024,1216567.41,298,4082.44,664120.41,249,108,1.77,MSME_438278067
08,2024,2151313.91,301,7147.22,1503413.46,244,151,1.06,MSME_438278067
09,2024,1576827.73,107,14736.71,1161713.52,104,60,2.21,MSME_438278067
10,2024,2132597.34,1026,2078.55,1133728.9,1006,403,0.22,MSME_438278067
11,2024,1645102.54,229,7183.85,892624.07,267,105,0.84,MSME_438278067
12,2024,1105973.05,101,10950.23,620575.18,83,64,1.84,MSME_438278067
01,2025,1572321.52,417,3770.56,958598.65,398,234,2.52,MSME_438278067
02,2025,2127071.11,318,6688.9,1488768.79,377,165,1.0,MSME_438278067
03,2025,2062201.88,1119,1842.9,1290996.76,1019,405,0.54,MSME_438278067
04,2025,1859189.67,202,9203.91,1342431.91,188,124,1.71,MSME_438278067
05,2025,2329421.14,1379,1689.21,1729176.81,1107,550,1.12,MSME_438278067
06,2025,1438117.21,338,4254.78,998564.0,319,105,1.67,MSME_438278067
07,2025,2520073.2,1341,1879.25,1317719.63,1591,460,1.98,MSME_438278067
08,2025,2238612.02,158,14168.43,1329909.37,138,58,1.21,MSME_438278067
09,2025,2768773.1,187,14806.27,2110444.84,220,71,1.72,MSME_438278067
10,2025,1854700.58,386,4804.92,1146808.39,382,171,0.72,MSME_438278067
11,2025,2528488.13,251,10073.66,1664258.49,276,139,1.54,MSME_438278067
12,2025,2081361.34,152,13693.17,1121538.84,126,89,0.76,MSME_438278067
01,2026,2250591.82,1711,1315.37,1689303.59,2011,826,0.71,MSME_438278067
02,2026,2092320.87,209,10011.1,1330884.97,211,146,1.65,MSME_438278067
03,2026,1511807.6,550,2748.74,1137872.95,453,246,1.49,MSME_438278067
04,2026,2553333.83,709,3601.32,1519555.32,736,254,1.54,MSME_438278067
05,2026,2275988.18,176,12931.75,1331892.24,181,94,0.93,MSME_438278067
06,2026,1986664.86,443,4484.57,1148045.84,449,148,1.12,MSME_438278067
07,2024,1302245.41,88,14798.24,657718.4,76,28,2.3,MSME_264426400
08,2024,1264252.69,105,12040.5,813284.03,92,46,2.03,MSME_264426400
09,2024,1212486.57,187,6483.89,962834.04,174,64,1.69,MSME_264426400
10,2024,1601153.77,111,14424.81,901793.5,97,68,1.19,MSME_264426400
11,2024,1578798.92,399,3956.89,791874.66,447,170,2.71,MSME_264426400
12,2024,1555056.71,2863,543.16,1169539.74,2456,1411,1.34,MSME_264426400
01,2025,1467914.43,144,10193.85,770422.26,166,87,1.9,MSME_264426400
02,2025,1208319.01,303,3987.85,961229.25,302,149,2.04,MSME_264426400
03,2025,1620556.75,347,4670.19,995971.92,288,175,0.3,MSME_264426400
04,2025,1274518.38,251,5077.76,752959.78,209,141,1.61,MSME_264426400
05,2025,1462060.13,608,2404.7,920229.79,586,422,0.31,MSME_264426400
06,2025,1628994.41,487,3344.96,1013853.68,488,192,1.15,MSME_264426400
07,2025,1301882.09,119,10940.19,830212.51,106,43,1.25,MSME_264426400
08,2025,1815408.06,154,11788.36,1200913.14,172,98,0.36,MSME_264426400
09,2025,1530531.65,718,2131.66,854645.99,638,345,2.19,MSME_264426400
10,2025,1618460.48,232,6976.12,1224169.51,261,87,2.41,MSME_264426400
11,2025,1684505.67,177,9516.98,942886.63,184,59,2.8,MSME_264426400
12,2025,1453395.98,315,4613.96,1015112.89,276,132,1.84,MSME_264426400
01,2026,1517268.91,168,9031.36,830421.67,137,55,0.18,MSME_264426400
02,2026,1596307.25,362,4409.69,875662.33,294,125,2.44,MSME_264426400
03,2026,1210787.58,100,12107.88,791693.39,105,60,1.08,MSME_264426400
04,2026,1568319.91,158,9926.08,1164871.71,158,57,0.9,MSME_264426400
05,2026,1563636.88,204,7664.89,903025.79,185,85,0.26,MSME_264426400
06,2026,1670414.79,324,5155.6,839082.35,263,181,0.59,MSME_264426400
07,2024,3477109.03,428,8124.09,2342580.98,374,294,2.02,MSME_555539677
08,2024,4543908.58,746,6091.03,3201140.65,703,279,2.25,MSME_555539677
09,2024,3625015.17,303,11963.75,2299968.15,329,115,0.46,MSME_555539677
10,2024,3294863.3,404,8155.6,1817843.26,456,215,0.73,MSME_555539677
11,2024,3620523.21,344,10524.78,2116224.55,334,226,1.61,MSME_555539677
12,2024,3010830.73,1576,1910.43,2355279.68,1707,1048,0.14,MSME_555539677
01,2025,3961463.89,353,11222.28,2284604.81,332,188,1.59,MSME_555539677
02,2025,3684694.7,430,8569.06,2828522.6,396,212,1.5,MSME_555539677
03,2025,4094121.36,395,10364.86,2097541.04,398,152,0.26,MSME_555539677
04,2025,4855148.23,379,12810.42,3430043.07,397,126,0.7,MSME_555539677
05,2025,4370509.17,379,11531.69,2862679.36,409,163,0.97,MSME_555539677
06,2025,3092632.85,259,11940.67,1725207.22,233,157,0.91,MSME_555539677
07,2025,3572183.69,1455,2455.11,2623592.12,1387,721,2.75,MSME_555539677
08,2025,3831183.92,990,3869.88,2280907.74,1096,571,0.47,MSME_555539677
09,2025,3921280.0,363,10802.42,2660807.76,356,190,2.53,MSME_555539677
10,2025,4670195.25,653,7151.91,2968423.49,777,218,1.81,MSME_555539677
11,2025,4075898.71,404,10088.86,2675485.74,356,204,1.78,MSME_555539677
12,2025,3323159.99,244,13619.51,1997615.78,226,121,1.76,MSME_555539677
01,2026,4334386.93,1144,3788.8,2261510.83,1079,345,1.77,MSME_555539677
02,2026,3311226.54,421,7865.15,1935688.34,350,248,2.04,MSME_555539677
03,2026,3549649.86,556,6384.26,2727221.65,497,257,2.99,MSME_555539677
04,2026,3980065.48,760,5236.93,3070942.93,699,406,1.01,MSME_555539677
05,2026,5269232.64,572,9211.95,3113155.22,518,320,0.79,MSME_555539677
06,2026,4051593.91,304,13327.61,2996099.86,313,175,1.28,MSME_555539677
07,2024,1974490.79,748,2639.69,1133749.52,840,362,2.93,MSME_892108481
08,2024,1938125.98,196,9888.4,1052463.26,222,69,2.42,MSME_892108481
09,2024,1949349.52,902,2161.14,1361679.85,1025,478,2.54,MSME_892108481
10,2024,1817026.47,1226,1482.08,984219.05,1223,443,0.85,MSME_892108481
11,2024,2041658.38,241,8471.61,1535180.27,240,78,0.47,MSME_892108481
12,2024,1748030.5,1681,1039.88,1037747.2,1499,513,2.87,MSME_892108481
01,2025,2069594.21,488,4240.97,1261662.54,573,245,1.72,MSME_892108481
02,2025,2463123.5,443,5560.1,1329188.26,400,270,1.38,MSME_892108481
03,2025,2296188.4,4571,502.34,1390030.57,4733,1938,0.35,MSME_892108481
04,2025,1858739.54,1730,1074.42,1381579.42,1486,597,0.31,MSME_892108481
05,2025,1982784.15,141,14062.3,1236298.05,160,49,0.69,MSME_892108481
06,2025,2205712.03,186,11858.67,1169340.07,176,128,1.56,MSME_892108481
07,2025,2552894.06,199,12828.61,1834083.01,215,123,1.96,MSME_892108481
08,2025,2053876.58,417,4925.36,1066288.2,480,250,1.43,MSME_892108481
09,2025,1394184.8,305,4571.1,1089495.13,318,188,0.21,MSME_892108481
10,2025,2020574.49,156,12952.4,1608761.97,145,60,0.25,MSME_892108481
11,2025,1382566.6,123,11240.38,747802.36,138,51,1.41,MSME_892108481
12,2025,1279679.58,248,5160.0,998200.94,239,80,2.42,MSME_892108481
01,2026,1938357.46,182,10650.32,1403896.65,207,80,1.81,MSME_892108481
02,2026,1864242.72,388,4804.75,1291335.69,359,150,2.71,MSME_892108481
03,2026,2054794.84,757,2714.39,1123528.83,825,484,2.87,MSME_892108481
04,2026,1735307.01,370,4690.02,1067622.98,355,157,1.13,MSME_892108481
05,2026,1624537.37,680,2389.03,1216681.61,807,464,2.02,MSME_892108481
06,2026,1666873.63,224,7441.4,1060603.06,236,117,1.02,MSME_892108481
07,2024,1318542.08,119,11080.19,978109.19,123,57,2.1,MSME_368596731
08,2024,1131535.07,106,10674.86,823409.4,104,64,0.2,MSME_368596731
09,2024,1675011.04,170,9853.01,1091701.58,174,97,2.35,MSME_368596731
10,2024,1404939.17,890,1578.58,948005.59,833,388,1.48,MSME_368596731
11,2024,1055226.0,100,10552.26,819322.92,114,67,1.72,MSME_368596731
12,2024,1617534.67,112,14442.27,900453.28,121,60,2.52,MSME_368596731
01,2025,1226490.97,202,6071.74,783434.33,168,112,1.26,MSME_368596731
02,2025,1186844.94,103,11522.77,869638.17,100,55,2.23,MSME_368596731
03,2025,1777292.59,239,7436.37,1164951.62,228,157,1.75,MSME_368596731
04,2025,1629846.77,527,3092.69,1002574.24,540,202,0.46,MSME_368596731
05,2025,1457145.58,99,14718.64,796093.22,84,59,2.26,MSME_368596731
06,2025,1286777.83,151,8521.71,732679.22,133,97,2.59,MSME_368596731
07,2025,1276783.51,786,1624.41,825460.22,874,373,1.13,MSME_368596731
08,2025,1395426.83,481,2901.1,1075116.01,549,232,1.26,MSME_368596731
09,2025,1573188.9,779,2019.5,1038303.57,805,372,2.67,MSME_368596731
10,2025,1698852.15,150,11325.68,910655.99,136,47,0.94,MSME_368596731
11,2025,1760094.57,1683,1045.81,1329617.37,1468,635,0.91,MSME_368596731
12,2025,1597231.71,227,7036.26,1037262.82,188,119,2.52,MSME_368596731
01,2026,1696746.11,437,3882.71,886733.73,490,287,1.5,MSME_368596731
02,2026,1441320.41,444,3246.22,956128.09,498,309,0.33,MSME_368596731
03,2026,1233716.78,108,11423.3,633526.93,124,56,1.1,MSME_368596731
04,2026,1616028.23,214,7551.53,1188301.82,196,64,0.97,MSME_368596731
05,2026,1695951.61,239,7096.03,1307389.18,270,106,0.28,MSME_368596731
06,2026,1615536.7,263,6142.73,1103425.61,238,168,0.64,MSME_368596731
07,2024,2923950.62,580,5041.29,1991721.58,544,269,1.99,MSME_285282527
08,2024,3046186.11,259,11761.34,1630124.48,253,118,0.28,MSME_285282527
09,2024,3623939.52,276,13130.22,2775944.42,330,129,1.03,MSME_285282527
10,2024,3536591.27,298,11867.76,1941744.96,299,114,2.43,MSME_285282527
11,2024,3758106.77,3274,1147.86,2708210.37,2782,2145,1.27,MSME_285282527
12,2024,3291842.89,228,14437.91,1926606.21,235,99,2.85,MSME_285282527
01,2025,2899906.59,396,7323.0,1672672.87,449,167,1.75,MSME_285282527
02,2025,2760396.83,310,8904.51,2059793.26,350,165,0.12,MSME_285282527
03,2025,3325920.73,340,9782.12,2241079.41,382,236,1.78,MSME_285282527
04,2025,4175733.33,691,6043.03,2669728.82,763,429,2.64,MSME_285282527
05,2025,3900128.74,880,4431.96,3085110.74,977,421,2.73,MSME_285282527
06,2025,3277111.68,1748,1874.78,2065606.68,1702,1074,2.52,MSME_285282527
07,2025,3764914.18,855,4403.41,2008299.35,744,479,1.31,MSME_285282527
08,2025,2868889.35,701,4092.57,2136654.19,762,450,2.63,MSME_285282527
09,2025,3842331.46,386,9954.23,3001268.83,358,173,0.24,MSME_285282527
10,2025,4504960.36,845,5331.31,3198070.49,805,283,1.9,MSME_285282527
11,2025,4058221.17,1234,3288.67,2334156.41,1151,406,0.93,MSME_285282527
12,2025,3809600.25,449,8484.63,2274342.44,430,145,1.64,MSME_285282527
01,2026,3089677.45,920,3358.35,2127804.45,1046,516,2.75,MSME_285282527
02,2026,3300912.35,528,6251.73,2179889.06,633,189,1.31,MSME_285282527
03,2026,4041143.35,1820,2220.41,3057364.84,1608,1029,2.78,MSME_285282527
04,2026,3875062.44,517,7495.29,2930619.01,494,305,2.99,MSME_285282527
05,2026,4456735.04,508,8773.1,2422051.04,412,321,0.47,MSME_285282527
06,2026,3811582.23,308,12375.27,2221868.01,248,107,2.99,MSME_285282527
07,2024,1793366.33,156,11495.94,964947.08,145,72,1.95,MSME_082556088
08,2024,2309738.87,399,5788.82,1803089.43,346,136,2.54,MSME_082556088
09,2024,2508616.49,788,3183.52,1320436.11,634,538,2.26,MSME_082556088
10,2024,2430071.46,358,6787.91,1778293.86,378,141,1.47,MSME_082556088
11,2024,2067282.55,186,11114.42,1612465.51,167,61,2.23,MSME_082556088
12,2024,2770973.67,375,7389.26,1524270.23,385,254,2.05,MSME_082556088
01,2025,1834242.38,586,3130.11,1320506.04,506,366,1.57,MSME_082556088
02,2025,2340843.42,227,10312.09,1457671.14,196,156,2.63,MSME_082556088
03,2025,2548314.36,593,4297.33,1713017.64,645,336,2.44,MSME_082556088
04,2025,2086205.37,388,5376.82,1580106.31,388,121,1.33,MSME_082556088
05,2025,1933679.29,162,11936.29,1387535.58,178,61,2.95,MSME_082556088
06,2025,2745666.31,301,9121.81,2150639.25,284,144,1.11,MSME_082556088
07,2025,2143518.02,698,3070.94,1264791.94,645,340,0.21,MSME_082556088
08,2025,2325488.77,1168,1991.0,1782746.47,959,758,0.37,MSME_082556088
09,2025,2654202.11,309,8589.65,1435087.56,339,100,0.91,MSME_082556088
10,2025,2225835.47,528,4215.6,1628046.31,433,160,2.35,MSME_082556088
11,2025,2911066.22,1546,1882.97,1779633.74,1737,1005,1.78,MSME_082556088
12,2025,2485619.01,287,8660.69,1563915.2,256,95,2.93,MSME_082556088
01,2026,2113697.23,1338,1579.74,1074325.89,1320,790,2.22,MSME_082556088
02,2026,1864031.45,167,11161.86,1325568.47,153,53,1.56,MSME_082556088
03,2026,2407414.55,199,12097.56,1624543.91,226,116,1.34,MSME_082556088
04,2026,1990851.61,258,7716.48,1477890.6,224,86,1.02,MSME_082556088
05,2026,2574327.23,221,11648.54,1832195.19,262,98,1.1,MSME_082556088
06,2026,2495383.82,189,13203.09,1672282.7,222,111,1.58,MSME_082556088
07,2024,2214906.5,3907,566.91,1578916.82,3971,2386,0.59,MSME_655307646
08,2024,3021362.35,238,12694.8,1812814.48,221,162,1.88,MSME_655307646
09,2024,2185861.38,153,14286.68,1574559.57,162,106,0.37,MSME_655307646
10,2024,2825763.92,335,8435.12,2026590.6,395,187,0.5,MSME_655307646
11,2024,2272041.7,2086,1089.19,1460801.85,1713,626,0.15,MSME_655307646
12,2024,2756030.73,2420,1138.86,1928385.38,2549,1440,0.41,MSME_655307646
01,2025,2716531.97,3037,894.48,2172517.07,2480,1654,2.7,MSME_655307646
02,2025,2401010.83,306,7846.44,1311022.57,305,200,0.7,MSME_655307646
03,2025,2511601.59,175,14352.01,1725673.33,200,80,0.61,MSME_655307646
04,2025,2674629.99,599,4465.16,1355471.09,496,206,0.56,MSME_655307646
05,2025,2330895.55,168,13874.38,1234227.16,180,108,1.13,MSME_655307646
06,2025,2833774.24,538,5267.24,1846797.61,439,369,1.97,MSME_655307646
07,2025,2602297.35,231,11265.36,1317173.37,224,99,0.64,MSME_655307646
08,2025,3195656.62,561,5696.36,1847274.97,477,346,2.48,MSME_655307646
09,2025,3016263.81,491,6143.1,1959375.05,478,196,2.31,MSME_655307646
10,2025,2812914.04,299,9407.74,1455817.72,333,117,2.36,MSME_655307646
11,2025,3542539.99,622,5695.4,2721894.35,598,351,1.03,MSME_655307646
12,2025,2850202.59,783,3640.11,1610515.11,832,539,2.96,MSME_655307646
01,2026,2718443.37,482,5639.92,1650401.86,534,329,1.63,MSME_655307646
02,2026,3595160.71,425,8459.2,2437805.92,391,194,2.89,MSME_655307646
03,2026,3405333.89,269,12659.23,2635701.62,219,172,1.74,MSME_655307646
04,2026,3324474.3,308,10793.75,2311711.65,343,100,2.77,MSME_655307646
05,2026,3288850.79,417,7886.93,1981580.06,439,286,2.11,MSME_655307646
06,2026,3270522.8,4654,702.73,2366280.53,4297,3182,2.99,MSME_655307646
